Brand,Description,Size,YearMonth,UnitsSold,Revenue,UnitsReceived,PurchaseCost,SupplyGap,CoverRatio,PlanningStatus
8877,Latour Beaujolais Villages,750mL,2024-03,34,475.65999999999997,0.0,0.0,-34.0,0.0,No Replenishment
8877,Latour Beaujolais Villages,750mL,2024-04,53,741.47,36.0,326.88,-17.0,0.68,Under-Ordered
8877,Latour Beaujolais Villages,750mL,2024-05,53,743.47,73.0,662.8399999999999,20.0,1.38,Well Balanced
8877,Latour Beaujolais Villages,750mL,2024-06,33,527.67,48.0,435.84,15.0,1.45,Well Balanced
8877,Latour Beaujolais Villages,750mL,2024-07,43,611.57,48.0,435.84,5.0,1.12,Well Balanced
8877,Latour Beaujolais Villages,750mL,2024-08,61,853.39,91.0,826.28,30.0,1.49,Well Balanced
8877,Latour Beaujolais Villages,750mL,2024-09,44,679.5600000000001,13.0,118.04,-31.0,0.3,Under-Ordered
8877,Latour Beaujolais Villages,750mL,2024-10,55,779.45,34.0,308.71999999999997,-21.0,0.62,Under-Ordered
8877,Latour Beaujolais Villages,750mL,2024-11,41,655.59,59.0,535.72,18.0,1.44,Well Balanced
8877,Latour Beaujolais Villages,750mL,2024-12,36,575.64,31.0,281.48,-5.0,0.86,Well Balanced
8892,R Mondavi Cab Svgn Napa,750mL,2024-01,335,9041.65,363.0,6171.0,28.0,1.08,Well Balanced
8892,R Mondavi Cab Svgn Napa,750mL,2024-02,204,5509.96,232.0,3944.0,28.0,1.14,Well Balanced
8892,R Mondavi Cab Svgn Napa,750mL,2024-03,92,2851.08,84.0,1428.0,-8.0,0.91,Well Balanced
8892,R Mondavi Cab Svgn Napa,750mL,2024-04,171,4635.29,119.0,2023.0,-52.0,0.7,Under-Ordered
8892,R Mondavi Cab Svgn Napa,750mL,2024-05,124,3814.7599999999998,192.0,3264.0,68.0,1.55,Over-Ordered
8892,R Mondavi Cab Svgn Napa,750mL,2024-06,325,8771.75,309.0,5253.0,-16.0,0.95,Well Balanced
8892,R Mondavi Cab Svgn Napa,750mL,2024-07,491,13252.09,399.0,6783.0,-92.0,0.81,Well Balanced
8892,R Mondavi Cab Svgn Napa,750mL,2024-08,235,6342.65,309.0,5253.0,74.0,1.31,Well Balanced
8892,R Mondavi Cab Svgn Napa,750mL,2024-09,378,10202.22,693.0,11781.0,315.0,1.83,Over-Ordered
8892,R Mondavi Cab Svgn Napa,750mL,2024-10,333,8718.67,258.0,4386.0,-75.0,0.77,Under-Ordered
8892,R Mondavi Cab Svgn Napa,750mL,2024-11,338,9122.619999999999,243.0,4131.0,-95.0,0.72,Under-Ordered
8892,R Mondavi Cab Svgn Napa,750mL,2024-12,454,12253.46,1509.0,25653.0,1055.0,3.32,Over-Ordered
8893,Yukon Jack,750mL,2024-01,397,6745.03,333.0,4222.44,-64.0,0.84,Well Balanced
8893,Yukon Jack,750mL,2024-02,344,5844.5599999999995,390.0,4945.2,46.0,1.13,Well Balanced
8893,Yukon Jack,750mL,2024-03,338,5742.62,320.0,4057.6,-18.0,0.95,Well Balanced
8893,Yukon Jack,750mL,2024-04,362,6150.379999999999,246.0,3119.2799999999997,-116.0,0.68,Under-Ordered
8893,Yukon Jack,750mL,2024-05,381,6473.19,476.0,6035.68,95.0,1.25,Well Balanced
8893,Yukon Jack,750mL,2024-06,389,6609.11,379.0,4805.72,-10.0,0.97,Well Balanced
8893,Yukon Jack,750mL,2024-07,406,6897.94,401.0,5084.68,-5.0,0.99,Well Balanced
8893,Yukon Jack,750mL,2024-08,357,6065.429999999999,501.0,6352.68,144.0,1.4,Well Balanced
8893,Yukon Jack,750mL,2024-09,435,7390.65,404.0,5122.72,-31.0,0.93,Well Balanced
8893,Yukon Jack,750mL,2024-10,403,6846.969999999999,338.0,4285.84,-65.0,0.84,Well Balanced
8893,Yukon Jack,750mL,2024-11,396,6728.039999999999,525.0,6657.0,129.0,1.33,Well Balanced
8893,Yukon Jack,750mL,2024-12,550,9344.5,426.0,5401.68,-124.0,0.77,Under-Ordered
8895,Gloria Ferrer Brut,750mL,2024-01,49,1001.51,51.0,632.91,2.0,1.04,Well Balanced
8895,Gloria Ferrer Brut,750mL,2024-02,74,1479.26,96.0,1191.36,22.0,1.3,Well Balanced
8895,Gloria Ferrer Brut,750mL,2024-03,43,859.5699999999999,24.0,297.84,-19.0,0.56,Under-Ordered
8895,Gloria Ferrer Brut,750mL,2024-04,32,639.68,60.0,744.5999999999999,28.0,1.88,Over-Ordered
8895,Gloria Ferrer Brut,750mL,2024-05,60,1199.3999999999999,23.0,285.43,-37.0,0.38,Under-Ordered
8895,Gloria Ferrer Brut,750mL,2024-06,98,1959.02,73.0,905.93,-25.0,0.74,Under-Ordered
8895,Gloria Ferrer Brut,750mL,2024-07,103,1880.9699999999998,94.0,1166.54,-9.0,0.91,Well Balanced
8895,Gloria Ferrer Brut,750mL,2024-08,99,1781.0099999999998,142.0,1762.2199999999998,43.0,1.43,Well Balanced
8895,Gloria Ferrer Brut,750mL,2024-09,73,1413.27,85.0,1054.85,12.0,1.16,Well Balanced
8895,Gloria Ferrer Brut,750mL,2024-10,84,1517.1599999999999,72.0,893.52,-12.0,0.86,Well Balanced
8895,Gloria Ferrer Brut,750mL,2024-11,93,1673.07,96.0,1191.36,3.0,1.03,Well Balanced
8895,Gloria Ferrer Brut,750mL,2024-12,208,3741.9199999999996,155.0,1923.55,-53.0,0.75,Under-Ordered
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-01,131,7332.6900000000005,107.0,3589.85,-24.0,0.82,Well Balanced
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-02,188,9780.12,116.0,3891.8,-72.0,0.62,Under-Ordered
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-03,99,5741.01,86.0,2885.3,-13.0,0.87,Well Balanced
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-04,129,7000.71,149.0,4998.95,20.0,1.16,Well Balanced
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-05,149,8624.51,109.0,3656.9500000000003,-40.0,0.73,Under-Ordered
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-06,143,8292.57,97.0,3254.3500000000004,-46.0,0.68,Under-Ordered
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-07,261,13383.39,202.0,6777.1,-59.0,0.77,Under-Ordered
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-08,156,8422.44,154.0,5166.7,-2.0,0.99,Well Balanced
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-09,151,8552.49,32.0,1073.6000000000001,-119.0,0.21,Under-Ordered
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-10,76,4375.24,216.0,7246.8,140.0,2.84,Over-Ordered
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-11,171,8548.29,248.0,8320.4,77.0,1.45,Well Balanced
8897,Moet & Chandon Brut Imprl Ro,750mL,2024-12,432,21595.68,323.0,10836.65,-109.0,0.75,Under-Ordered
8898,Yukon Jack,1.75L,2024-01,365,9486.35,278.0,5234.74,-87.0,0.76,Under-Ordered
8898,Yukon Jack,1.75L,2024-02,364,9460.359999999999,407.0,7663.81,43.0,1.12,Well Balanced
8898,Yukon Jack,1.75L,2024-03,363,9434.369999999999,367.0,6910.610000000001,4.0,1.01,Well Balanced
8898,Yukon Jack,1.75L,2024-04,368,9564.32,341.0,6421.030000000001,-27.0,0.93,Well Balanced
8898,Yukon Jack,1.75L,2024-05,441,11461.59,471.0,8868.93,30.0,1.07,Well Balanced
8898,Yukon Jack,1.75L,2024-06,425,11045.75,419.0,7889.77,-6.0,0.99,Well Balanced
8898,Yukon Jack,1.75L,2024-07,448,11643.519999999999,447.0,8417.01,-1.0,1.0,Well Balanced
8898,Yukon Jack,1.75L,2024-08,407,10577.93,421.0,7927.43,14.0,1.03,Well Balanced
8898,Yukon Jack,1.75L,2024-09,414,10759.859999999999,427.0,8040.41,13.0,1.03,Well Balanced
8898,Yukon Jack,1.75L,2024-10,437,11357.63,454.0,8548.82,17.0,1.04,Well Balanced
8898,Yukon Jack,1.75L,2024-11,463,12033.369999999999,481.0,9057.23,18.0,1.04,Well Balanced
8898,Yukon Jack,1.75L,2024-12,415,10785.849999999999,431.0,8115.7300000000005,16.0,1.04,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-01,330,3956.7000000000003,325.0,2548.0,-5.0,0.98,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-02,319,3824.81,288.0,2257.92,-31.0,0.9,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-03,392,4700.08,422.0,3308.48,30.0,1.08,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-04,329,3944.71,318.0,2493.12,-11.0,0.97,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-05,385,4616.15,394.0,3088.96,9.0,1.02,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-06,434,5203.66,420.0,3292.7999999999997,-14.0,0.97,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-07,395,4736.05,368.0,2885.12,-27.0,0.93,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-08,391,4688.09,432.0,3386.88,41.0,1.1,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-09,354,4244.46,358.0,2806.72,4.0,1.01,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-10,346,4148.54,348.0,2728.32,2.0,1.01,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-11,392,4700.08,416.0,3261.44,24.0,1.06,Well Balanced
8905,Livingston Cellars Red Rose,3L,2024-12,379,4544.21,374.0,2932.16,-5.0,0.99,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-01,201,1404.99,184.0,851.9200000000001,-17.0,0.92,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-02,177,1237.23,195.0,902.85,18.0,1.1,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-03,184,1286.16,193.0,893.59,9.0,1.05,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-04,229,1600.71,212.0,981.5600000000001,-17.0,0.93,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-05,217,1516.83,247.0,1143.6100000000001,30.0,1.14,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-06,191,1335.09,221.0,1023.23,30.0,1.16,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-07,188,1314.1200000000001,158.0,731.54,-30.0,0.84,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-08,173,1209.27,207.0,958.4100000000001,34.0,1.2,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-09,236,1649.64,199.0,921.37,-37.0,0.84,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-10,208,1453.92,209.0,967.6700000000001,1.0,1.0,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-11,218,1523.82,229.0,1060.27,11.0,1.05,Well Balanced
8907,Carlo Rossi Burgundy Calif,1.5L,2024-12,257,1796.43,241.0,1115.83,-16.0,0.94,Well Balanced
8908,Carlo Rossi Rhine Calif,1.5L,2024-01,18,125.82,18.0,82.26,0.0,1.0,Well Balanced
8908,Carlo Rossi Rhine Calif,1.5L,2024-02,12,83.88,12.0,54.84,0.0,1.0,Well Balanced
8908,Carlo Rossi Rhine Calif,1.5L,2024-03,12,83.88,0.0,0.0,-12.0,0.0,No Replenishment
8908,Carlo Rossi Rhine Calif,1.5L,2024-04,12,83.88,12.0,54.84,0.0,1.0,Well Balanced
8908,Carlo Rossi Rhine Calif,1.5L,2024-07,6,41.94,24.0,109.68,18.0,4.0,Over-Ordered
8908,Carlo Rossi Rhine Calif,1.5L,2024-08,13,90.86999999999999,12.0,54.84,-1.0,0.92,Well Balanced
8908,Carlo Rossi Rhine Calif,1.5L,2024-09,26,181.74,24.0,109.68,-2.0,0.92,Well Balanced
8908,Carlo Rossi Rhine Calif,1.5L,2024-10,10,69.9,0.0,0.0,-10.0,0.0,No Replenishment
8908,Carlo Rossi Rhine Calif,1.5L,2024-11,13,90.86999999999999,18.0,82.26,5.0,1.38,Well Balanced
8908,Carlo Rossi Rhine Calif,1.5L,2024-12,16,111.84,12.0,54.84,-4.0,0.75,Under-Ordered
8909,Carlo Rossi Chablis Calif,1.5L,2024-01,30,209.7,24.0,108.24,-6.0,0.8,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-02,24,167.76,30.0,135.29999999999998,6.0,1.25,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-03,24,167.76,24.0,108.24,0.0,1.0,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-04,12,83.88,12.0,54.12,0.0,1.0,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-05,18,125.82,18.0,81.17999999999999,0.0,1.0,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-06,54,377.46,54.0,243.54,0.0,1.0,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-07,60,419.4,54.0,243.54,-6.0,0.9,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-08,8,55.92,48.0,216.48,40.0,6.0,Over-Ordered
8909,Carlo Rossi Chablis Calif,1.5L,2024-09,54,377.46,42.0,189.42,-12.0,0.78,Under-Ordered
8909,Carlo Rossi Chablis Calif,1.5L,2024-10,48,335.52,71.0,320.21,23.0,1.48,Well Balanced
8909,Carlo Rossi Chablis Calif,1.5L,2024-11,58,405.41999999999996,24.0,108.24,-34.0,0.41,Under-Ordered
8909,Carlo Rossi Chablis Calif,1.5L,2024-12,13,90.86999999999999,24.0,108.24,11.0,1.85,Over-Ordered
8910,Finlandia Vodka,50mL,2024-01,8205,8122.95,8078.0,6220.06,-127.0,0.98,Well Balanced
8910,Finlandia Vodka,50mL,2024-02,7840,7761.6,7862.0,6053.74,22.0,1.0,Well Balanced
8910,Finlandia Vodka,50mL,2024-03,8754,8666.460000000001,8819.0,6790.63,65.0,1.01,Well Balanced
8910,Finlandia Vodka,50mL,2024-04,8994,8904.06,8457.0,6511.89,-537.0,0.94,Well Balanced
8910,Finlandia Vodka,50mL,2024-05,10224,10121.76,10693.0,8233.61,469.0,1.05,Well Balanced
8910,Finlandia Vodka,50mL,2024-06,9979,9879.210000000001,11197.0,8621.69,1218.0,1.12,Well Balanced
8910,Finlandia Vodka,50mL,2024-07,10145,10043.55,9044.0,6963.88,-1101.0,0.89,Well Balanced
8910,Finlandia Vodka,50mL,2024-08,10149,10047.51,11149.0,8584.73,1000.0,1.1,Well Balanced
8910,Finlandia Vodka,50mL,2024-09,10385,10281.15,10673.0,8218.21,288.0,1.03,Well Balanced
8910,Finlandia Vodka,50mL,2024-10,10459,10354.41,9786.0,7535.22,-673.0,0.94,Well Balanced
8910,Finlandia Vodka,50mL,2024-11,9938,9838.62,10278.0,7914.06,340.0,1.03,Well Balanced
8910,Finlandia Vodka,50mL,2024-12,11040,10929.6,11407.0,8783.39,367.0,1.03,Well Balanced
8912,Orgullo Pueblo Viejo Anejo,750mL,2024-02,1,44.99,0.0,0.0,-1.0,0.0,No Replenishment
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-01,4,41.96,12.0,90.6,8.0,3.0,Over-Ordered
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-02,3,31.47,0.0,0.0,-3.0,0.0,No Replenishment
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-03,2,20.98,0.0,0.0,-2.0,0.0,No Replenishment
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-04,3,31.47,12.0,90.6,9.0,4.0,Over-Ordered
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-05,9,94.41,9.0,67.95,0.0,1.0,Well Balanced
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-06,26,272.74,24.0,181.2,-2.0,0.92,Well Balanced
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-07,5,52.45,0.0,0.0,-5.0,0.0,No Replenishment
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-08,4,41.96,0.0,0.0,-4.0,0.0,No Replenishment
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-09,1,10.49,0.0,0.0,-1.0,0.0,No Replenishment
8914,Egri Bikaver Bulls Blood Eg,750mL,2024-12,12,125.88,12.0,90.6,0.0,1.0,Well Balanced
8918,Beat 3 Reserve,750mL,2024-01,16,539.84,12.0,295.32,-4.0,0.75,Under-Ordered
8918,Beat 3 Reserve,750mL,2024-02,11,351.89,71.0,1747.31,60.0,6.45,Over-Ordered
8918,Beat 3 Reserve,750mL,2024-03,39,1247.61,47.0,1156.67,8.0,1.21,Well Balanced
8918,Beat 3 Reserve,750mL,2024-04,27,882.73,34.0,836.74,7.0,1.26,Well Balanced
8918,Beat 3 Reserve,750mL,2024-05,42,1385.5800000000002,63.0,1550.4299999999998,21.0,1.5,Well Balanced
8918,Beat 3 Reserve,750mL,2024-06,29,956.71,24.0,590.64,-5.0,0.83,Well Balanced
8918,Beat 3 Reserve,750mL,2024-07,33,1088.67,46.0,1132.06,13.0,1.39,Well Balanced
8918,Beat 3 Reserve,750mL,2024-08,29,956.71,36.0,885.96,7.0,1.24,Well Balanced
8918,Beat 3 Reserve,750mL,2024-09,26,857.74,9.0,221.49,-17.0,0.35,Under-Ordered
8918,Beat 3 Reserve,750mL,2024-10,22,725.7800000000001,0.0,0.0,-22.0,0.0,No Replenishment
8918,Beat 3 Reserve,750mL,2024-11,21,692.7900000000001,11.0,270.71,-10.0,0.52,Under-Ordered
8918,Beat 3 Reserve,750mL,2024-12,47,1550.5300000000002,24.0,590.64,-23.0,0.51,Under-Ordered
8921,Sterling Cab Svgn,750mL,2024-01,375,7974.969999999999,52.0,595.4,-323.0,0.14,Under-Ordered
8921,Sterling Cab Svgn,750mL,2024-02,609,11564.91,536.0,6137.2,-73.0,0.88,Well Balanced
8921,Sterling Cab Svgn,750mL,2024-03,583,11071.17,412.0,4717.400000000001,-171.0,0.71,Under-Ordered
8921,Sterling Cab Svgn,750mL,2024-04,265,5820.349999999999,176.0,2015.2,-89.0,0.66,Under-Ordered
8921,Sterling Cab Svgn,750mL,2024-05,317,7245.83,618.0,7076.1,301.0,1.95,Over-Ordered
8921,Sterling Cab Svgn,750mL,2024-06,948,18950.52,993.0,11369.85,45.0,1.05,Well Balanced
8921,Sterling Cab Svgn,750mL,2024-07,789,15167.109999999999,493.0,5644.85,-296.0,0.62,Under-Ordered
8921,Sterling Cab Svgn,750mL,2024-08,696,13217.039999999999,540.0,6183.0,-156.0,0.78,Under-Ordered
8921,Sterling Cab Svgn,750mL,2024-09,604,12393.96,569.0,6515.05,-35.0,0.94,Well Balanced
8921,Sterling Cab Svgn,750mL,2024-10,691,13302.09,631.0,7224.950000000001,-60.0,0.91,Well Balanced
8921,Sterling Cab Svgn,750mL,2024-11,722,13710.779999999999,1024.0,11724.800000000001,302.0,1.42,Well Balanced
8921,Sterling Cab Svgn,750mL,2024-12,1885,32130.27,2244.0,25693.8,359.0,1.19,Well Balanced
8922,Taylor Lake Country Red,3L,2024-01,517,4130.83,439.0,2370.6,-78.0,0.85,Well Balanced
8922,Taylor Lake Country Red,3L,2024-02,555,4434.45,530.0,2862.0,-25.0,0.95,Well Balanced
8922,Taylor Lake Country Red,3L,2024-03,579,4626.21,611.0,3299.4,32.0,1.06,Well Balanced
8922,Taylor Lake Country Red,3L,2024-04,599,4786.01,565.0,3051.0,-34.0,0.94,Well Balanced
8922,Taylor Lake Country Red,3L,2024-05,617,4929.83,670.0,3618.0,53.0,1.09,Well Balanced
8922,Taylor Lake Country Red,3L,2024-06,626,5001.74,608.0,3283.2000000000003,-18.0,0.97,Well Balanced
8922,Taylor Lake Country Red,3L,2024-07,620,4953.8,611.0,3299.4,-9.0,0.99,Well Balanced
8922,Taylor Lake Country Red,3L,2024-08,569,4546.31,586.0,3164.4,17.0,1.03,Well Balanced
8922,Taylor Lake Country Red,3L,2024-09,607,4849.93,580.0,3132.0,-27.0,0.96,Well Balanced
8922,Taylor Lake Country Red,3L,2024-10,629,5025.71,622.0,3358.8,-7.0,0.99,Well Balanced
8922,Taylor Lake Country Red,3L,2024-11,622,4969.78,640.0,3456.0,18.0,1.03,Well Balanced
8922,Taylor Lake Country Red,3L,2024-12,595,4754.05,609.0,3288.6000000000004,14.0,1.02,Well Balanced
8923,Taylor Lake Country Wh,3L,2024-02,4,31.96,8.0,42.08,4.0,2.0,Over-Ordered
8923,Taylor Lake Country Wh,3L,2024-03,3,23.97,0.0,0.0,-3.0,0.0,No Replenishment
8923,Taylor Lake Country Wh,3L,2024-09,1,7.99,0.0,0.0,-1.0,0.0,No Replenishment
8929,Sebastiani Chard Sonoma,750mL,2024-01,258,3351.42,215.0,1247.0,-43.0,0.83,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-02,189,2455.11,126.0,730.8,-63.0,0.67,Under-Ordered
8929,Sebastiani Chard Sonoma,750mL,2024-03,171,2221.29,153.0,887.4,-18.0,0.89,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-04,202,2623.98,202.0,1171.6,0.0,1.0,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-05,342,4439.58,312.0,1809.6,-30.0,0.91,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-06,522,6258.78,434.0,2517.2,-88.0,0.83,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-07,317,4069.83,195.0,1131.0,-122.0,0.62,Under-Ordered
8929,Sebastiani Chard Sonoma,750mL,2024-08,317,3800.83,306.0,1774.8,-11.0,0.97,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-09,185,2599.15,191.0,1107.8,6.0,1.03,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-10,214,2865.86,190.0,1102.0,-24.0,0.89,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-11,174,2260.26,155.0,898.9999999999999,-19.0,0.89,Well Balanced
8929,Sebastiani Chard Sonoma,750mL,2024-12,166,2156.34,162.0,939.5999999999999,-4.0,0.98,Well Balanced
8930,Pueblo Viejo Blanco Tequila,Liter,2024-06,1,15.99,12.0,144.24,11.0,12.0,Over-Ordered
8930,Pueblo Viejo Blanco Tequila,Liter,2024-07,1,15.99,0.0,0.0,-1.0,0.0,No Replenishment
8943,Malibu Rum Sparkler RTD,750mL,2024-01,51,524.49,5.0,38.7,-46.0,0.1,Under-Ordered
8943,Malibu Rum Sparkler RTD,750mL,2024-02,41,409.59,6.0,46.44,-35.0,0.15,Under-Ordered
8943,Malibu Rum Sparkler RTD,750mL,2024-03,74,739.26,54.0,417.96000000000004,-20.0,0.73,Under-Ordered
8943,Malibu Rum Sparkler RTD,750mL,2024-04,65,649.35,25.0,193.5,-40.0,0.38,Under-Ordered
8943,Malibu Rum Sparkler RTD,750mL,2024-05,89,889.11,4.0,30.96,-85.0,0.04,Under-Ordered
8943,Malibu Rum Sparkler RTD,750mL,2024-06,128,1278.72,40.0,309.6,-88.0,0.31,Under-Ordered
8943,Malibu Rum Sparkler RTD,750mL,2024-07,139,1388.6100000000001,9.0,69.66,-130.0,0.06,Under-Ordered
8943,Malibu Rum Sparkler RTD,750mL,2024-08,60,599.4,73.0,565.02,13.0,1.22,Well Balanced
8943,Malibu Rum Sparkler RTD,750mL,2024-09,26,259.74,0.0,0.0,-26.0,0.0,No Replenishment
8943,Malibu Rum Sparkler RTD,750mL,2024-10,14,139.86,0.0,0.0,-14.0,0.0,No Replenishment
8943,Malibu Rum Sparkler RTD,750mL,2024-11,20,199.8,0.0,0.0,-20.0,0.0,No Replenishment
8943,Malibu Rum Sparkler RTD,750mL,2024-12,4,39.96,0.0,0.0,-4.0,0.0,No Replenishment
8958,Malibu Peach Sparkler RTD,750mL,2024-01,57,589.4300000000001,9.0,71.91,-48.0,0.16,Under-Ordered
8958,Malibu Peach Sparkler RTD,750mL,2024-02,30,299.7,2.0,15.98,-28.0,0.07,Under-Ordered
8958,Malibu Peach Sparkler RTD,750mL,2024-03,65,649.35,41.0,327.59000000000003,-24.0,0.63,Under-Ordered
8958,Malibu Peach Sparkler RTD,750mL,2024-04,97,969.03,21.0,167.79,-76.0,0.22,Under-Ordered
8958,Malibu Peach Sparkler RTD,750mL,2024-05,110,1098.9,5.0,39.95,-105.0,0.05,Under-Ordered
8958,Malibu Peach Sparkler RTD,750mL,2024-06,47,469.53,16.0,127.84,-31.0,0.34,Under-Ordered
8958,Malibu Peach Sparkler RTD,750mL,2024-07,61,609.39,0.0,0.0,-61.0,0.0,No Replenishment
8958,Malibu Peach Sparkler RTD,750mL,2024-08,29,289.71000000000004,48.0,383.52,19.0,1.66,Over-Ordered
8958,Malibu Peach Sparkler RTD,750mL,2024-09,20,199.8,0.0,0.0,-20.0,0.0,No Replenishment
8958,Malibu Peach Sparkler RTD,750mL,2024-10,10,99.9,0.0,0.0,-10.0,0.0,No Replenishment
8958,Malibu Peach Sparkler RTD,750mL,2024-12,1,9.99,0.0,0.0,-1.0,0.0,No Replenishment
8961,Jose Cuervo Especial,50mL,2024-01,6320,9416.8,6590.0,7380.8,270.0,1.04,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-02,6134,9139.66,6577.0,7366.24,443.0,1.07,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-03,6662,9926.38,7012.0,7853.44,350.0,1.05,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-04,6534,9735.66,6419.0,7189.28,-115.0,0.98,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-05,7758,11559.42,7865.0,8808.8,107.0,1.01,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-06,7663,11417.869999999999,8309.0,9306.08,646.0,1.08,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-07,7703,11477.47,7051.0,7897.12,-652.0,0.92,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-08,7206,10736.94,7970.0,8926.4,764.0,1.11,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-09,7270,10832.3,6524.0,7306.88,-746.0,0.9,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-10,6559,9772.91,6499.0,7278.88,-60.0,0.99,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-11,6349,9460.01,6889.0,7715.68,540.0,1.09,Well Balanced
8961,Jose Cuervo Especial,50mL,2024-12,8917,13286.33,9525.0,10668.0,608.0,1.07,Well Balanced
8962,Pimms Cup No 1,750mL,2024-01,104,2070.96,54.0,747.36,-50.0,0.52,Under-Ordered
8962,Pimms Cup No 1,750mL,2024-02,117,2338.83,156.0,2159.04,39.0,1.33,Well Balanced
8962,Pimms Cup No 1,750mL,2024-03,141,2818.5899999999997,153.0,2117.52,12.0,1.09,Well Balanced
8962,Pimms Cup No 1,750mL,2024-04,193,3858.0699999999997,187.0,2588.0800000000004,-6.0,0.97,Well Balanced
8962,Pimms Cup No 1,750mL,2024-05,374,7476.259999999999,320.0,4428.8,-54.0,0.86,Well Balanced
8962,Pimms Cup No 1,750mL,2024-06,596,11914.039999999999,636.0,8802.24,40.0,1.07,Well Balanced
8962,Pimms Cup No 1,750mL,2024-07,884,16303.16,870.0,12040.800000000001,-14.0,0.98,Well Balanced
8962,Pimms Cup No 1,750mL,2024-08,594,10686.06,773.0,10698.320000000002,179.0,1.3,Well Balanced
8962,Pimms Cup No 1,750mL,2024-09,338,6516.62,279.0,3861.36,-59.0,0.83,Well Balanced
8962,Pimms Cup No 1,750mL,2024-10,131,2616.69,177.0,2449.6800000000003,46.0,1.35,Well Balanced
8962,Pimms Cup No 1,750mL,2024-11,168,3022.3199999999997,140.0,1937.6000000000001,-28.0,0.83,Well Balanced
