Brand,Description,Size,YearMonth,UnitsSold,Revenue,UnitsReceived,PurchaseCost,SupplyGap,CoverRatio,PlanningStatus
123,Van Winkle Special Rsv 10 Yr,750mL,2024-01,2,99.98,0.0,0.0,-2.0,0.0,No Replenishment
123,Van Winkle Special Rsv 10 Yr,750mL,2024-11,13,779.87,43.0,1666.25,30.0,3.31,Over-Ordered
123,Van Winkle Special Rsv 10 Yr,750mL,2024-12,43,2579.57,16.0,620.0,-27.0,0.37,Under-Ordered
126,Grey Goose Vodka,Liter,2024-01,1781,57627.19,1542.0,31055.88,-239.0,0.87,Well Balanced
126,Grey Goose Vodka,Liter,2024-02,1616,53311.840000000004,1542.0,31055.88,-74.0,0.95,Well Balanced
126,Grey Goose Vodka,Liter,2024-03,2049,67596.51,2024.0,40763.36,-25.0,0.99,Well Balanced
126,Grey Goose Vodka,Liter,2024-04,1735,57237.65,3773.0,75988.22,2038.0,2.17,Over-Ordered
126,Grey Goose Vodka,Liter,2024-05,8777,254721.22999999998,7323.0,147485.22,-1454.0,0.83,Well Balanced
126,Grey Goose Vodka,Liter,2024-06,1814,59843.86,2412.0,48577.68,598.0,1.33,Well Balanced
126,Grey Goose Vodka,Liter,2024-07,14755,429307.45,13986.0,281678.04,-769.0,0.95,Well Balanced
126,Grey Goose Vodka,Liter,2024-08,1769,58359.310000000005,2507.0,50490.98,738.0,1.42,Well Balanced
126,Grey Goose Vodka,Liter,2024-09,4735,138915.65,4051.0,81587.14,-684.0,0.86,Well Balanced
126,Grey Goose Vodka,Liter,2024-10,2474,77281.26,5381.0,108373.34,2907.0,2.18,Over-Ordered
126,Grey Goose Vodka,Liter,2024-11,12026,348633.74,12462.0,250984.68,436.0,1.04,Well Balanced
126,Grey Goose Vodka,Liter,2024-12,4482,133775.18,2875.0,57902.5,-1607.0,0.64,Under-Ordered
128,Grey Goose Le Citron Vodka,Liter,2024-02,1,31.99,3.0,73.26,2.0,3.0,Over-Ordered
128,Grey Goose Le Citron Vodka,Liter,2024-10,1,32.99,0.0,0.0,-1.0,0.0,No Replenishment
128,Grey Goose Le Citron Vodka,Liter,2024-11,2,57.98,1.0,24.42,-1.0,0.5,Under-Ordered
129,Grey Goose L'Orange Vodka,Liter,2024-01,1,31.99,0.0,0.0,-1.0,0.0,No Replenishment
129,Grey Goose L'Orange Vodka,Liter,2024-02,1,31.99,0.0,0.0,-1.0,0.0,No Replenishment
129,Grey Goose L'Orange Vodka,Liter,2024-06,2,63.98,0.0,0.0,-2.0,0.0,No Replenishment
129,Grey Goose L'Orange Vodka,Liter,2024-07,2,60.98,0.0,0.0,-2.0,0.0,No Replenishment
129,Grey Goose L'Orange Vodka,Liter,2024-08,1,32.99,3.0,74.97,2.0,3.0,Over-Ordered
129,Grey Goose L'Orange Vodka,Liter,2024-09,1,32.99,0.0,0.0,-1.0,0.0,No Replenishment
129,Grey Goose L'Orange Vodka,Liter,2024-12,1,29.99,1.0,24.99,0.0,1.0,Well Balanced
131,J Lohr Carols Vyd Svgn Bl,750mL,2024-11,11,175.89,12.0,123.84,1.0,1.09,Well Balanced
131,J Lohr Carols Vyd Svgn Bl,750mL,2024-12,3,47.97,6.0,61.92,3.0,2.0,Over-Ordered
140,DeKuyper Strawberry Pucker,750mL,2024-02,5,54.95,0.0,0.0,-5.0,0.0,No Replenishment
140,DeKuyper Strawberry Pucker,750mL,2024-03,9,98.91,0.0,0.0,-9.0,0.0,No Replenishment
140,DeKuyper Strawberry Pucker,750mL,2024-04,8,87.92,0.0,0.0,-8.0,0.0,No Replenishment
140,DeKuyper Strawberry Pucker,750mL,2024-05,2,21.98,24.0,188.4,22.0,12.0,Over-Ordered
140,DeKuyper Strawberry Pucker,750mL,2024-06,17,186.82999999999998,0.0,0.0,-17.0,0.0,No Replenishment
140,DeKuyper Strawberry Pucker,750mL,2024-07,7,76.93,0.0,0.0,-7.0,0.0,No Replenishment
142,Vermont White Vodka,750mL,2024-04,3,89.97,0.0,0.0,-3.0,0.0,No Replenishment
142,Vermont White Vodka,750mL,2024-07,4,119.96,0.0,0.0,-4.0,0.0,No Replenishment
143,Chivas Regal,Liter,2024-01,1,38.99,0.0,0.0,-1.0,0.0,No Replenishment
143,Chivas Regal,Liter,2024-02,1,36.99,0.0,0.0,-1.0,0.0,No Replenishment
143,Chivas Regal,Liter,2024-04,2,73.98,0.0,0.0,-2.0,0.0,No Replenishment
143,Chivas Regal,Liter,2024-05,12,467.88,12.0,355.08,0.0,1.0,Well Balanced
143,Chivas Regal,Liter,2024-11,408,15091.92,408.0,12072.72,0.0,1.0,Well Balanced
148,Smirnoff Green Apple Vodka,Liter,2024-01,1,14.49,0.0,0.0,-1.0,0.0,No Replenishment
148,Smirnoff Green Apple Vodka,Liter,2024-06,1,14.49,0.0,0.0,-1.0,0.0,No Replenishment
148,Smirnoff Green Apple Vodka,Liter,2024-08,2,28.98,0.0,0.0,-2.0,0.0,No Replenishment
150,Smirnoff Strawberry Vodka,Liter,2024-01,1,14.49,0.0,0.0,-1.0,0.0,No Replenishment
151,Pirassununga Cachaca 51 Rum,Liter,2024-01,1,15.99,0.0,0.0,-1.0,0.0,No Replenishment
151,Pirassununga Cachaca 51 Rum,Liter,2024-02,1,15.99,12.0,138.0,11.0,12.0,Over-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-03,4,63.96,41.0,471.5,37.0,10.25,Over-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-04,19,303.81,3.0,34.5,-16.0,0.16,Under-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-05,26,415.74,47.0,540.5,21.0,1.81,Over-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-06,33,527.67,50.0,575.0,17.0,1.52,Over-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-07,72,1151.28,50.0,575.0,-22.0,0.69,Under-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-08,42,671.58,50.0,575.0,8.0,1.19,Well Balanced
151,Pirassununga Cachaca 51 Rum,Liter,2024-09,38,607.62,24.0,276.0,-14.0,0.63,Under-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-10,38,607.62,36.0,414.0,-2.0,0.95,Well Balanced
151,Pirassununga Cachaca 51 Rum,Liter,2024-11,38,607.62,24.0,276.0,-14.0,0.63,Under-Ordered
151,Pirassununga Cachaca 51 Rum,Liter,2024-12,50,799.5,80.0,920.0,30.0,1.6,Over-Ordered
156,The Bitter Truth Cucumber Bi,200mL,2024-08,17,339.83,240.0,3720.0,223.0,14.12,Over-Ordered
156,The Bitter Truth Cucumber Bi,200mL,2024-09,15,299.84999999999997,27.0,418.5,12.0,1.8,Over-Ordered
156,The Bitter Truth Cucumber Bi,200mL,2024-10,13,259.87,0.0,0.0,-13.0,0.0,No Replenishment
156,The Bitter Truth Cucumber Bi,200mL,2024-11,8,159.92,0.0,0.0,-8.0,0.0,No Replenishment
156,The Bitter Truth Cucumber Bi,200mL,2024-12,23,459.77,0.0,0.0,-23.0,0.0,No Replenishment
158,Pappy Van Winkle 15 Yr Old,750mL,2024-11,14,1399.86,15.0,930.15,1.0,1.07,Well Balanced
158,Pappy Van Winkle 15 Yr Old,750mL,2024-12,4,399.96,1.0,62.01,-3.0,0.25,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-01,114,4688.860000000001,2.0,55.98,-112.0,0.02,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-02,179,7509.21,92.0,2575.08,-87.0,0.51,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-03,202,7067.9800000000005,70.0,1959.3,-132.0,0.35,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-04,80,2799.2000000000003,3.0,83.97,-77.0,0.04,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-05,33,1343.67,11.0,307.89,-22.0,0.33,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-06,109,3813.9100000000003,24.0,671.76,-85.0,0.22,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-07,18,727.82,0.0,0.0,-18.0,0.0,No Replenishment
159,Glenmorangie Original VAP,750mL + 2/,2024-08,26,909.74,18.0,503.82,-8.0,0.69,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-09,14,489.86,2.0,55.98,-12.0,0.14,Under-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-10,159,5570.41,600.0,16794.0,441.0,3.77,Over-Ordered
159,Glenmorangie Original VAP,750mL + 2/,2024-11,183,6704.17,0.0,0.0,-183.0,0.0,No Replenishment
159,Glenmorangie Original VAP,750mL + 2/,2024-12,194,6788.06,2.0,55.98,-192.0,0.01,Under-Ordered
161,DeKuyper Pineapple,Liter,2024-01,8,103.92,0.0,0.0,-8.0,0.0,No Replenishment
161,DeKuyper Pineapple,Liter,2024-02,7,90.93,24.0,222.72,17.0,3.43,Over-Ordered
161,DeKuyper Pineapple,Liter,2024-03,11,142.89000000000001,12.0,111.36,1.0,1.09,Well Balanced
161,DeKuyper Pineapple,Liter,2024-04,6,77.94,0.0,0.0,-6.0,0.0,No Replenishment
161,DeKuyper Pineapple,Liter,2024-05,8,103.92,0.0,0.0,-8.0,0.0,No Replenishment
161,DeKuyper Pineapple,Liter,2024-06,13,168.87,0.0,0.0,-13.0,0.0,No Replenishment
161,DeKuyper Pineapple,Liter,2024-07,12,155.88,60.0,556.8,48.0,5.0,Over-Ordered
161,DeKuyper Pineapple,Liter,2024-08,7,90.93,0.0,0.0,-7.0,0.0,No Replenishment
161,DeKuyper Pineapple,Liter,2024-09,7,90.93,0.0,0.0,-7.0,0.0,No Replenishment
161,DeKuyper Pineapple,Liter,2024-10,7,90.93,12.0,111.36,5.0,1.71,Over-Ordered
161,DeKuyper Pineapple,Liter,2024-11,5,64.95,0.0,0.0,-5.0,0.0,No Replenishment
161,DeKuyper Pineapple,Liter,2024-12,9,116.91,12.0,111.36,3.0,1.33,Well Balanced
162,Stolichnaya Vanil,Liter,2024-01,83,2068.17,92.0,1691.88,9.0,1.11,Well Balanced
162,Stolichnaya Vanil,Liter,2024-02,75,1726.25,97.0,1783.83,22.0,1.29,Well Balanced
162,Stolichnaya Vanil,Liter,2024-03,87,2174.13,97.0,1783.83,10.0,1.11,Well Balanced
162,Stolichnaya Vanil,Liter,2024-04,49,1138.51,25.0,459.75,-24.0,0.51,Under-Ordered
162,Stolichnaya Vanil,Liter,2024-05,64,1597.36,48.0,882.72,-16.0,0.75,Under-Ordered
162,Stolichnaya Vanil,Liter,2024-06,47,1080.53,63.0,1158.57,16.0,1.34,Well Balanced
162,Stolichnaya Vanil,Liter,2024-07,44,1011.56,54.0,993.0600000000001,10.0,1.23,Well Balanced
162,Stolichnaya Vanil,Liter,2024-08,71,1632.29,69.0,1268.91,-2.0,0.97,Well Balanced
162,Stolichnaya Vanil,Liter,2024-09,96,2371.04,75.0,1379.25,-21.0,0.78,Under-Ordered
162,Stolichnaya Vanil,Liter,2024-10,171,3965.29,159.0,2924.01,-12.0,0.93,Well Balanced
162,Stolichnaya Vanil,Liter,2024-11,88,2199.12,105.0,1930.95,17.0,1.19,Well Balanced
162,Stolichnaya Vanil,Liter,2024-12,98,2281.02,121.0,2225.19,23.0,1.23,Well Balanced
165,Gentleman Jack Gift Pack,750mL,2024-01,7,209.92999999999998,0.0,0.0,-7.0,0.0,No Replenishment
165,Gentleman Jack Gift Pack,750mL,2024-02,1,29.99,0.0,0.0,-1.0,0.0,No Replenishment
165,Gentleman Jack Gift Pack,750mL,2024-05,16,463.84000000000003,366.0,7371.24,350.0,22.88,Over-Ordered
165,Gentleman Jack Gift Pack,750mL,2024-06,318,9218.82,230.0,4632.2,-88.0,0.72,Under-Ordered
165,Gentleman Jack Gift Pack,750mL,2024-07,192,5566.08,0.0,0.0,-192.0,0.0,No Replenishment
165,Gentleman Jack Gift Pack,750mL,2024-08,40,1159.6,0.0,0.0,-40.0,0.0,No Replenishment
165,Gentleman Jack Gift Pack,750mL,2024-09,6,177.94,0.0,0.0,-6.0,0.0,No Replenishment
165,Gentleman Jack Gift Pack,750mL,2024-10,6,179.94,0.0,0.0,-6.0,0.0,No Replenishment
165,Gentleman Jack Gift Pack,750mL,2024-11,21,608.79,0.0,0.0,-21.0,0.0,No Replenishment
165,Gentleman Jack Gift Pack,750mL,2024-12,9,260.90999999999997,0.0,0.0,-9.0,0.0,No Replenishment
167,Jim Beam Black VAP,750mL,2024-02,2,49.98,0.0,0.0,-2.0,0.0,No Replenishment
167,Jim Beam Black VAP,750mL,2024-03,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
168,Three Olives Strawberry,750mL,2024-01,211,2529.89,421.0,3767.95,210.0,2.0,Over-Ordered
168,Three Olives Strawberry,750mL,2024-02,316,3788.84,335.0,2998.25,19.0,1.06,Well Balanced
168,Three Olives Strawberry,750mL,2024-03,205,3072.95,152.0,1360.4,-53.0,0.74,Under-Ordered
168,Three Olives Strawberry,750mL,2024-04,252,3099.48,143.0,1279.8500000000001,-109.0,0.57,Under-Ordered
168,Three Olives Strawberry,750mL,2024-05,270,3498.3,218.0,1951.1000000000001,-52.0,0.81,Well Balanced
168,Three Olives Strawberry,750mL,2024-06,262,3403.38,256.0,2291.2000000000003,-6.0,0.98,Well Balanced
168,Three Olives Strawberry,750mL,2024-07,293,3806.07,259.0,2318.05,-34.0,0.88,Well Balanced
168,Three Olives Strawberry,750mL,2024-08,199,2585.01,224.0,2004.8000000000002,25.0,1.13,Well Balanced
168,Three Olives Strawberry,750mL,2024-09,129,1835.71,116.0,1038.2,-13.0,0.9,Well Balanced
168,Three Olives Strawberry,750mL,2024-10,177,2134.23,170.0,1521.5,-7.0,0.96,Well Balanced
168,Three Olives Strawberry,750mL,2024-11,124,1486.76,117.0,1047.15,-7.0,0.94,Well Balanced
168,Three Olives Strawberry,750mL,2024-12,193,2314.07,518.0,4636.1,325.0,2.68,Over-Ordered
169,Twisted Shotz Multi Pack,25,2024-10,7,118.92999999999999,0.0,0.0,-7.0,0.0,No Replenishment
169,Twisted Shotz Multi Pack,25.0,2024-07,788,13388.119999999999,2425.0,31937.25,1637.0,3.08,Over-Ordered
169,Twisted Shotz Multi Pack,25.0,2024-08,1082,18383.18,72.0,948.24,-1010.0,0.07,Under-Ordered
169,Twisted Shotz Multi Pack,25.0,2024-09,377,6405.23,51.0,671.67,-326.0,0.14,Under-Ordered
169,Twisted Shotz Multi Pack,25.0,2024-10,85,1444.1499999999999,0.0,0.0,-85.0,0.0,No Replenishment
169,Twisted Shotz Multi Pack,25.0,2024-11,87,1478.1299999999999,0.0,0.0,-87.0,0.0,No Replenishment
169,Twisted Shotz Multi Pack,25.0,2024-12,120,2038.8,4.0,52.68,-116.0,0.03,Under-Ordered
171,Gentleman Jack,1.75L,2024-01,469,23445.31,449.0,16505.24,-20.0,0.96,Well Balanced
171,Gentleman Jack,1.75L,2024-02,309,16901.91,315.0,11579.4,6.0,1.02,Well Balanced
171,Gentleman Jack,1.75L,2024-03,484,24195.16,490.0,18012.4,6.0,1.01,Well Balanced
171,Gentleman Jack,1.75L,2024-04,335,18161.65,332.0,12204.32,-3.0,0.99,Well Balanced
171,Gentleman Jack,1.75L,2024-05,366,20036.34,890.0,32716.4,524.0,2.43,Over-Ordered
171,Gentleman Jack,1.75L,2024-06,780,38992.200000000004,845.0,31062.2,65.0,1.08,Well Balanced
171,Gentleman Jack,1.75L,2024-07,814,40691.86,883.0,32459.08,69.0,1.08,Well Balanced
171,Gentleman Jack,1.75L,2024-08,676,33793.24,716.0,26320.16,40.0,1.06,Well Balanced
171,Gentleman Jack,1.75L,2024-09,483,25950.170000000002,333.0,12241.08,-150.0,0.69,Under-Ordered
171,Gentleman Jack,1.75L,2024-10,623,31363.77,379.0,13932.04,-244.0,0.61,Under-Ordered
171,Gentleman Jack,1.75L,2024-11,420,23095.8,404.0,14851.04,-16.0,0.96,Well Balanced
171,Gentleman Jack,1.75L,2024-12,831,41806.69,628.0,23085.28,-203.0,0.76,Under-Ordered
172,Wild Turkey 101 Gift Pak,750mL,2024-01,1,23.99,0.0,0.0,-1.0,0.0,No Replenishment
172,Wild Turkey 101 Gift Pak,750mL,2024-02,1,23.99,0.0,0.0,-1.0,0.0,No Replenishment
172,Wild Turkey 101 Gift Pak,750mL,2024-04,1,23.99,0.0,0.0,-1.0,0.0,No Replenishment
173,Hornitos Reposado VAP,750mL,2024-01,29,604.7099999999999,1.0,14.7,-28.0,0.03,Under-Ordered
173,Hornitos Reposado VAP,750mL,2024-02,2,47.98,0.0,0.0,-2.0,0.0,No Replenishment
173,Hornitos Reposado VAP,750mL,2024-03,7,167.92999999999998,0.0,0.0,-7.0,0.0,No Replenishment
173,Hornitos Reposado VAP,750mL,2024-04,11,234.89,1302.0,19139.4,1291.0,118.36,Over-Ordered
173,Hornitos Reposado VAP,750mL,2024-05,635,13328.65,79.0,1161.3,-556.0,0.12,Under-Ordered
173,Hornitos Reposado VAP,750mL,2024-06,362,7598.379999999999,1.0,14.7,-361.0,0.0,Under-Ordered
173,Hornitos Reposado VAP,750mL,2024-07,230,4836.7,48.0,705.6,-182.0,0.21,Under-Ordered
173,Hornitos Reposado VAP,750mL,2024-08,146,3064.54,33.0,485.1,-113.0,0.23,Under-Ordered
173,Hornitos Reposado VAP,750mL,2024-09,56,1103.44,1.0,14.7,-55.0,0.02,Under-Ordered
173,Hornitos Reposado VAP,750mL,2024-10,20,418.29999999999995,12.0,176.4,-8.0,0.6,Under-Ordered
173,Hornitos Reposado VAP,750mL,2024-11,8,167.92,0.0,0.0,-8.0,0.0,No Replenishment
173,Hornitos Reposado VAP,750mL,2024-12,13,272.87,0.0,0.0,-13.0,0.0,No Replenishment
174,Sauza Silver VAP,750mL,2024-01,3,44.97,0.0,0.0,-3.0,0.0,No Replenishment
175,1800 Anejo Tequila,750mL,2024-01,65,2729.35,60.0,1608.0,-5.0,0.92,Well Balanced
175,1800 Anejo Tequila,750mL,2024-02,64,2687.36,65.0,1742.0,1.0,1.02,Well Balanced
175,1800 Anejo Tequila,750mL,2024-03,37,1553.63,51.0,1366.8000000000002,14.0,1.38,Well Balanced
175,1800 Anejo Tequila,750mL,2024-04,62,2603.38,51.0,1366.8000000000002,-11.0,0.82,Well Balanced
175,1800 Anejo Tequila,750mL,2024-05,48,2015.52,46.0,1232.8000000000002,-2.0,0.96,Well Balanced
175,1800 Anejo Tequila,750mL,2024-06,69,2897.31,88.0,2358.4,19.0,1.28,Well Balanced
175,1800 Anejo Tequila,750mL,2024-07,63,2645.37,84.0,2251.2000000000003,21.0,1.33,Well Balanced
175,1800 Anejo Tequila,750mL,2024-08,56,2351.44,70.0,1876.0,14.0,1.25,Well Balanced
175,1800 Anejo Tequila,750mL,2024-09,65,2729.35,56.0,1500.8000000000002,-9.0,0.86,Well Balanced
175,1800 Anejo Tequila,750mL,2024-10,51,2141.4900000000002,39.0,1045.2,-12.0,0.76,Under-Ordered
175,1800 Anejo Tequila,750mL,2024-11,57,2393.4300000000003,54.0,1447.2,-3.0,0.95,Well Balanced
175,1800 Anejo Tequila,750mL,2024-12,85,3569.15,71.0,1902.8000000000002,-14.0,0.84,Well Balanced
176,Seagrams Twisted Lime Gin,1.75L,2024-07,12,203.88,12.0,163.08,0.0,1.0,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-01,123,3616.77,101.0,2096.76,-22.0,0.82,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-02,237,6637.63,161.0,3342.36,-76.0,0.68,Under-Ordered
178,Wild Turkey Russell's RSV,750mL,2024-03,111,3328.89,86.0,1785.3600000000001,-25.0,0.77,Under-Ordered
178,Wild Turkey Russell's RSV,750mL,2024-04,126,3778.74,102.0,2117.52,-24.0,0.81,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-05,136,4072.64,109.0,2262.84,-27.0,0.8,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-06,256,7165.44,204.0,4235.04,-52.0,0.8,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-07,162,4792.38,169.0,3508.44,7.0,1.04,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-08,279,7530.21,292.0,6061.92,13.0,1.05,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-09,191,5536.09,199.0,4131.24,8.0,1.04,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-10,244,6849.5599999999995,205.0,4255.8,-39.0,0.84,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-11,271,8127.29,294.0,6103.4400000000005,23.0,1.08,Well Balanced
178,Wild Turkey Russell's RSV,750mL,2024-12,373,10223.269999999999,335.0,6954.6,-38.0,0.9,Well Balanced
181,J & B Scotch,Liter,2024-03,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
181,J & B Scotch,Liter,2024-09,2,49.98,3.0,55.95,1.0,1.5,Well Balanced
181,J & B Scotch,Liter,2024-10,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
181,J & B Scotch,Liter,2024-11,1,24.99,0.0,0.0,-1.0,0.0,No Replenishment
181,J & B Scotch,Liter,2024-12,1,24.99,3.0,55.95,2.0,3.0,Over-Ordered
184,Hornitos Plata VAP,750mL,2024-01,50,1199.5,1.0,13.04,-49.0,0.02,Under-Ordered
184,Hornitos Plata VAP,750mL,2024-02,6,119.94,0.0,0.0,-6.0,0.0,No Replenishment
184,Hornitos Plata VAP,750mL,2024-03,3,71.97,0.0,0.0,-3.0,0.0,No Replenishment
184,Hornitos Plata VAP,750mL,2024-04,22,477.78,899.0,11722.96,877.0,40.86,Over-Ordered
184,Hornitos Plata VAP,750mL,2024-05,656,11816.439999999999,19.0,247.76,-637.0,0.03,Under-Ordered
184,Hornitos Plata VAP,750mL,2024-06,96,2015.04,10.0,130.39999999999998,-86.0,0.1,Under-Ordered
184,Hornitos Plata VAP,750mL,2024-07,128,2688.72,79.0,1030.16,-49.0,0.62,Under-Ordered
184,Hornitos Plata VAP,750mL,2024-08,61,1280.3899999999999,0.0,0.0,-61.0,0.0,No Replenishment
184,Hornitos Plata VAP,750mL,2024-09,26,545.74,1.0,13.04,-25.0,0.04,Under-Ordered
184,Hornitos Plata VAP,750mL,2024-10,21,440.78999999999996,1.0,13.04,-20.0,0.05,Under-Ordered
184,Hornitos Plata VAP,750mL,2024-11,2,41.98,0.0,0.0,-2.0,0.0,No Replenishment
184,Hornitos Plata VAP,750mL,2024-12,1,20.99,0.0,0.0,-1.0,0.0,No Replenishment
187,Capt Morgan ParrotBay Pineap,Liter,2024-01,12,179.88,12.0,138.36,0.0,1.0,Well Balanced
188,Capt Morgan Parrot Bay Mango,Liter,2024-01,12,179.88,12.0,134.28,0.0,1.0,Well Balanced
188,Capt Morgan Parrot Bay Mango,Liter,2024-04,12,179.88,12.0,134.28,0.0,1.0,Well Balanced
188,Capt Morgan Parrot Bay Mango,Liter,2024-05,12,179.88,24.0,268.56,12.0,2.0,Over-Ordered
188,Capt Morgan Parrot Bay Mango,Liter,2024-06,12,179.88,0.0,0.0,-12.0,0.0,No Replenishment
188,Capt Morgan Parrot Bay Mango,Liter,2024-09,15,224.85,18.0,201.42000000000002,3.0,1.2,Well Balanced
188,Capt Morgan Parrot Bay Mango,Liter,2024-11,3,44.97,3.0,33.57,0.0,1.0,Well Balanced
188,Capt Morgan Parrot Bay Mango,Liter,2024-12,3,44.97,0.0,0.0,-3.0,0.0,No Replenishment
